ID,FISCAL_YEAR,Giving
1551,2016,$60
1552,2012,$50
1552,2013,$270
1552,2014,$402
1552,2015,$142
1554,2013,$120
1554,2014,"$1,000"
1554,2015,$450
1555,2012,$100
1555,2014,$50
1555,2015,$125
1556,2012,$200
1556,2013,$238
1556,2016,$200
1558,2012,"$3,000"
1558,2014,"$3,000"
1558,2016,"$6,333"
1559,2014,"$3,000"
1559,2015,"$3,000"
1559,2016,"$3,000"
1560,2012,$75
1560,2013,$200
1560,2014,"$3,800"
1560,2015,$96
1561,2012,"$3,800"
1561,2014,$70
1561,2015,$500
1561,2016,"$1,116"
1562,2013,$1
1562,2014,$500
1564,2012,$75
1564,2013,$1
1564,2014,$725
1564,2016,"$1,020"
1565,2012,$150
1565,2013,$75
1565,2016,"$3,800"
1566,2013,"$29,500"
1566,2014,"$29,560"
1566,2016,"$26,850"
1567,2015,$206
1567,2016,$40
1568,2012,$1
1568,2013,$36
1568,2016,$1
1570,2012,$100
1570,2013,$25
1570,2014,$40
1570,2016,$205
1572,2012,$400
1572,2013,$40
1572,2015,"$1,200"
1572,2016,$180
1573,2012,$50
1573,2015,$200
1574,2012,$50
1574,2013,"$3,200"
1574,2015,$50
1576,2012,$880
1576,2014,$5
1576,2015,$1
1577,2012,$300
1577,2013,"$3,200"
1578,2015,$300
1579,2012,$40
1581,2013,$950
1582,2013,"$3,560"
1582,2014,"$3,300"
1582,2016,$27
1583,2015,$50
1583,2016,"$1,000"
1584,2013,$1
1584,2014,$20
1584,2016,$500
1587,2012,$51
1588,2012,"$6,325"
1588,2013,$700
1588,2014,"$6,325"
1588,2015,"$12,600"
1589,2012,$175
1589,2013,$85
1589,2014,$80
1589,2015,$400
1590,2012,$100
1590,2016,$50
1591,2013,$70
1591,2016,$60
1592,2012,$150
1592,2013,$25
1592,2014,$60
1592,2015,$25
1593,2012,$60
1593,2013,$500
1594,2012,$175
1594,2013,$150
1594,2014,$600
1594,2015,$50
1594,2016,$75
1595,2013,$35
1596,2013,$50
1596,2015,$400
1597,2014,$1
1599,2012,$84
1600,2012,$50
1602,2012,$61
1602,2014,$525
1602,2015,$35
1603,2012,$50
1603,2015,$600
1605,2012,$650
1605,2014,$165
1605,2015,$140
1606,2014,$300
1607,2013,$934
1607,2016,$250
1609,2014,$690
1609,2015,$825
1609,2016,$400
1610,2014,$1
1611,2015,$100
1611,2016,$100
1614,2015,$90
1615,2012,$25
1615,2015,$151
1616,2012,$100
1616,2013,$100
1616,2014,$84
1616,2015,$375
1616,2016,$335
1617,2012,"$10,200"
1617,2013,"$5,000"
1617,2014,"$25,600"
1617,2016,"$10,000"
1618,2013,"$10,000"
1618,2014,"$10,300"
1618,2015,"$10,000"
1618,2016,"$10,200"
1619,2013,$200
1619,2015,$140
1619,2016,$144
1620,2016,$30
1621,2014,$25
1622,2012,$126
1622,2014,$200
1622,2015,$100
1622,2016,$125
1623,2012,$50
1623,2013,$20
1623,2014,$110
1623,2016,$650
1624,2012,$275
1624,2013,$737
1624,2014,$200
1624,2015,$250
1625,2013,$100
1625,2016,$332
1626,2012,$387
1626,2016,$250
1627,2015,$335
1628,2012,$25
1628,2015,$106
1629,2014,$150
1629,2015,$180
1629,2016,$930
1632,2013,$30
1632,2015,$132
1632,2016,$240
1633,2013,$50
1633,2014,$50
1634,2013,$200
1635,2013,$340
1635,2015,$381
1635,2016,$406
1638,2013,$75
1638,2015,$240
1638,2016,$140
1639,2013,$286
1641,2012,$175
1641,2013,$200
1642,2013,$50
1642,2014,$300
1642,2015,$100
1643,2012,$532
1643,2015,"$1,170"
1644,2013,$50
1647,2012,$120
1649,2012,$150
1649,2015,$200
1650,2012,$50
1650,2013,$350
1650,2014,$400
1651,2012,$240
1651,2013,$100
1652,2014,$300
1652,2015,$100
1653,2016,$50
1654,2015,$500
1654,2016,$100
1655,2012,$50
1656,2013,$382
1656,2014,$150
1656,2015,$40
1656,2016,$550
1657,2012,$35
1657,2013,$50
1658,2012,"$3,060"
1658,2013,"$7,110"
1658,2015,"$4,120"
1660,2012,$35
1660,2013,$226
1660,2015,$40
1660,2016,$50
1661,2012,$100
1661,2013,$26
1661,2014,$201
1661,2015,$201
1661,2016,$25
1662,2012,$25
1662,2014,$35
1662,2016,$25
1663,2012,$100
1663,2013,$20
1663,2015,$125
1663,2016,$495
1664,2013,$25
1664,2014,$60
1664,2015,$170
1664,2016,$70
1665,2014,$100
1666,2013,$125
1666,2015,$70
1667,2013,$200
1667,2014,$25
1668,2012,"$8,701"
1668,2014,"$10,850"
1669,2014,"$10,851"
1669,2016,$1
1670,2012,"$8,760"
1670,2013,"$7,900"
1670,2016,$25
1671,2012,"$86,351"
1671,2013,"$86,101"
1671,2015,$250
1672,2012,"$33,001"
1673,2012,"$5,025"
1673,2016,"$2,250"
1674,2012,$25
1674,2014,$400
1674,2015,$300
1674,2016,"$1,775"
1675,2012,$410
1675,2013,$400
1675,2015,$1
1677,2013,"$5,300"
1677,2015,$250
1677,2016,$25
1678,2012,$675
1679,2012,"$3,125"
1679,2013,"$2,525"
1679,2014,$100
1679,2016,$200
1680,2012,$200
1681,2012,"$1,750"
1681,2014,$325
1682,2012,"$12,400"
1682,2014,"$5,660"
1682,2015,"$10,000"
1682,2016,$180
1684,2012,$60
1685,2013,$575
1685,2014,$600
1685,2015,$75
1686,2012,$100
1686,2013,$60
1687,2016,$100
1688,2014,$100
1689,2012,$470
1690,2012,"$6,584"
1691,2015,$50
1692,2016,$55
1693,2013,$100
1693,2016,$60
1694,2012,$200
1694,2013,$50
1694,2014,$221
1695,2013,$1
1696,2012,$50
1696,2015,$140
1697,2015,$1
1698,2012,$350
1699,2013,"$10,000"
1699,2016,$100
1700,2013,$110
1700,2015,$120
1701,2013,$245
1701,2014,$25
1701,2015,$195
1701,2016,$105
1703,2012,$235
1703,2014,"$1,050"
1703,2015,$75
1705,2013,$170
1705,2016,$1
1706,2012,$150
1706,2014,$75
1706,2015,$121
1707,2012,$650
1707,2013,$385
1707,2014,$200
1707,2015,"$1,345"
1707,2016,$256
1708,2012,$35
1708,2013,$75
1708,2015,$102
1710,2012,"$12,020"
1710,2014,$300
1710,2015,"$1,836"
1712,2013,$120
1712,2014,"$10,300"
1713,2014,$110
1714,2013,$30
1715,2012,$350
1715,2014,$300
1715,2015,$100
1715,2016,$50
1717,2012,$100
1717,2013,$700
1717,2015,$30
1717,2016,$50
1718,2012,$15
1720,2014,$50
1720,2016,$150
1721,2013,$375
1721,2015,$650
1721,2016,$100
1722,2012,$400
1722,2013,"$1,644"
1722,2014,$1
1722,2016,$20
1723,2013,"$1,644"
1723,2014,$150
1723,2015,"$1,450"
1723,2016,$125
1724,2016,$370
1725,2012,$200
1725,2013,$1
1725,2014,$300
1726,2012,$1
1726,2013,$250
1726,2014,$200
1726,2016,$810
1727,2014,$250
1727,2015,$375
1727,2016,$200
1728,2012,$150
1728,2013,$300
1728,2014,"$1,998"
1729,2015,$330
1730,2012,$20
1730,2013,"$10,098"
1730,2014,$50
1730,2015,$5
1730,2016,$50
1731,2012,$1
1732,2013,"$5,000"
1733,2012,$200
1734,2016,$391
1735,2013,"$10,300"
1735,2014,$200
1735,2015,$701
1735,2016,$270
1736,2012,$175
1736,2016,$994
1737,2015,$45
1737,2016,"$10,500"
1738,2013,$2
1738,2016,$20
1739,2013,$730
1739,2016,$125
1740,2012,"$1,290"
1740,2013,"$3,050"
1740,2016,"$1,035"
1741,2013,$200
1742,2012,$31
1743,2016,$10
1745,2016,$170
1746,2014,$10
1747,2012,$200
1747,2014,$100
1748,2013,$600
1748,2016,$55
1749,2012,$10
1750,2012,$200
1750,2016,$60
1751,2012,$25
1751,2014,$30
1751,2016,$18
1752,2012,$75
1752,2013,$250
1752,2014,$55
1753,2012,$249
1753,2013,$160
1753,2014,$325
1753,2015,$130
1753,2016,$100
1754,2012,$150
1754,2013,$10
1754,2014,$51
1754,2016,$575
1755,2013,$50
1755,2015,$400
1755,2016,$715
1756,2012,$5
1756,2013,"$12,120"
1756,2014,$65
1756,2016,$275
1759,2013,$619
1759,2014,$100
1759,2015,$300
1759,2016,"$1,538"
1760,2012,$96
1760,2014,$271
1760,2015,$100
1761,2013,$759
1761,2014,"$1,085"
1761,2016,$200
1762,2012,$550
1762,2015,$255
1762,2016,$1
1763,2012,$100
1763,2014,$61
1764,2013,$25
1764,2014,$75
1764,2015,$125
1765,2012,"$1,450"
1767,2013,$50
1768,2012,"$3,090"
1768,2016,$50
1769,2013,$200
1770,2016,$100
1771,2012,$320
1771,2013,$100
1771,2014,$75
1772,2012,$750
1772,2014,"$1,998"
1772,2015,"$1,000"
1772,2016,$110
1773,2012,"$5,094"
1773,2014,$54
1773,2015,$150
1773,2016,$20
1775,2012,"$3,936"
1775,2013,$845
1775,2014,"$3,175"
1775,2015,"$1,000"
1775,2016,"$3,225"
1776,2012,$150
1776,2013,"$6,584"
1776,2014,$1
1776,2016,$150
1777,2012,$220
1777,2013,$1
1777,2014,$25
1779,2014,$900
1780,2012,$275
1781,2014,$350
1782,2015,$60
1782,2016,$100
1784,2012,"$1,650"
1784,2013,$210
1784,2014,$880
1785,2013,$630
1785,2014,$65
1785,2016,$975
1786,2013,$150
1786,2014,$250
1786,2016,$400
1787,2015,"$1,513"
1787,2016,$275
1788,2012,$20
1788,2015,$50
1789,2012,"$6,935"
1789,2013,"$3,920"
1789,2014,"$8,525"
1789,2015,"$3,920"
1790,2013,$225
1791,2016,$30
1792,2014,$100
1793,2013,"$2,130"
1793,2014,$400
1793,2015,$275
1795,2012,$585
1795,2013,$60
1796,2013,"$1,350"
1797,2014,"$2,050"
1797,2015,$100
1798,2012,$932
1798,2013,$100
1798,2014,$350
1799,2013,$585
1799,2015,$105
1800,2013,$350
1800,2015,$584
1801,2014,$375
1801,2016,"$1,530"
1802,2012,$930
1804,2015,$584
1804,2016,"$1,530"
1805,2014,"$6,410"
1805,2015,$40
1805,2016,$1
1806,2012,$1
1807,2012,$270
1808,2012,$20
1808,2013,$75
1808,2014,$105
1808,2015,$1
1809,2014,$500
1810,2012,"$5,825"
1810,2013,$150
1810,2014,"$7,500"
1810,2015,$101
1811,2014,"$2,000"
1811,2016,$40
1812,2012,"$4,584"
1812,2014,"$2,000"
1812,2016,$100
1813,2014,$5
1815,2014,$15
1815,2016,$200
1816,2012,$30
1816,2013,$25
1816,2016,$1
1817,2012,$15
1817,2014,$125
1817,2015,$51
1817,2016,$100
1818,2012,$1
1818,2016,$50
1819,2016,$74
1821,2012,$10
1821,2013,$50
1821,2016,$250
1823,2012,$25
1823,2016,$1
1824,2014,$1
1826,2015,$15
1826,2016,$100
1827,2014,$100
1827,2016,$65
1828,2013,$220
1831,2013,$5
1832,2016,$5
1834,2013,$74
1834,2014,$1
1834,2016,$25
1835,2012,$50
1835,2013,$125
1836,2013,$5
1837,2014,$765
1837,2015,$74
1837,2016,$115
1838,2015,$201
1838,2016,$370
1840,2012,$1
1840,2013,$2
1840,2015,$31
1841,2014,$1
1842,2014,"$32,000"
1842,2015,"$11,000"
1842,2016,"$2,000"
1843,2016,$1
1845,2013,$200
1845,2014,$100
1845,2015,$250
1848,2012,$25
1848,2013,$100
1849,2012,$250
1849,2013,$25
1849,2014,$500
1850,2012,$400
1850,2013,$35
1850,2014,$1
1851,2014,$100
1852,2013,$351
1852,2014,$2
1852,2015,$100
1853,2013,$60
1853,2015,$250
1854,2014,$100
1854,2015,$351
1855,2013,$325
1856,2014,$100
1856,2016,"$1,200"
1858,2013,$25
1858,2014,$150
1858,2015,$50
1858,2016,$75
1859,2013,$150
1859,2014,$1
1859,2015,$310
1859,2016,"$1,275"
1860,2012,$75
1861,2012,$100
1861,2013,$25
1862,2012,$201
1862,2013,$100
1862,2016,$1
1863,2012,$750
1863,2013,$500
1863,2014,$100
1863,2015,$100
1863,2016,$125
1865,2014,$2
1865,2015,$1
1866,2012,$1
1867,2012,$100
1867,2016,$100
1868,2012,$75
1868,2016,$27
1869,2012,$251
1869,2014,$125
1869,2016,$1
1870,2013,$100
1872,2014,$350
1873,2012,$144
1873,2013,$50
1873,2014,$1
1873,2016,"$3,275"
1874,2012,$600
1874,2013,$20
1874,2016,$250
1875,2014,$100
1875,2016,$150
1876,2014,$100
1877,2012,$100
1877,2013,$1
1877,2014,$1
1878,2012,$85
1878,2013,$156
1879,2013,$100
1879,2014,$600
1880,2013,$250
1880,2014,$200
1881,2016,$100
1882,2014,$50
1884,2012,"$7,750"
1884,2014,"$3,000"
1884,2015,$750
1885,2012,"$3,500"
1885,2014,"$2,000"
1885,2015,$40
1885,2016,"$3,750"
1886,2012,$1
1887,2014,"$4,250"
1887,2015,$40
1887,2016,"$2,750"
1888,2012,$40
1888,2015,"$1,500"
1888,2016,$30
1890,2012,"$2,310"
1890,2015,"$4,810"
1890,2016,"$13,750"
1891,2014,"$2,500"
1892,2012,$100
1892,2013,$1
1892,2014,"$1,100"
1892,2016,"$1,001"
1893,2015,$61
1893,2016,$500
1894,2015,$50
1894,2016,$400
1895,2015,$100
1895,2016,$200
1896,2016,$120
1897,2013,$25
1897,2015,"$3,100"
1898,2012,$1
1899,2015,$25
1900,2013,$100
1900,2016,$50
1901,2013,$80
1901,2014,$20
1901,2015,$51
1903,2013,$6
1903,2014,$400
1903,2016,$1
1904,2012,$50
1904,2013,"$1,100"
1905,2013,$15
1906,2012,$1
1906,2014,"$1,050"
1908,2012,$50
1908,2013,"$1,000"
1908,2015,$60
1908,2016,$50
1909,2012,$300
1909,2016,$150
1910,2013,$40
1910,2014,$250
1911,2014,"$3,975"
1911,2015,"$10,500"
1911,2016,"$4,930"
1914,2013,"$4,722"
1914,2014,"$2,000"
1914,2015,$55
1915,2012,$120
1915,2013,$875
1915,2014,"$3,775"
1915,2015,"$5,300"
1916,2013,"$12,157"
1916,2014,$120
1916,2015,"$1,974"
1917,2012,$750
1918,2013,"$4,847"
1919,2014,$25
1919,2015,$514
1919,2016,$50
1920,2015,$406
1920,2016,"$2,001"
1921,2013,$150
1921,2015,$1
1921,2016,$1
1922,2012,$150
1922,2013,$120
1923,2015,$110
1923,2016,$96
1924,2012,$50
1924,2013,$264
1924,2015,$375
1924,2016,$150
1925,2014,$1
1925,2015,$100
1925,2016,$200
1926,2014,$150
1926,2016,$151
1927,2014,$1
1927,2015,$1
1928,2015,$1
1930,2014,$2
1930,2015,$370
1931,2015,$1
1931,2016,$201
1932,2012,$325
1932,2013,"$2,017"
1933,2013,$120
1935,2012,$350
1935,2013,$150
1935,2014,$150
1935,2016,$300
1937,2012,$200
1937,2014,$50
1937,2016,$360
1938,2012,"$7,150"
1938,2013,"$15,105"
1938,2014,"$16,690"
1938,2015,"$33,380"
1939,2013,$725
1939,2015,"$3,299"
1940,2014,$150
1940,2015,"$3,000"
1941,2015,$125
1942,2012,$5
1942,2014,"$2,791"
1943,2012,$100
1944,2016,$200
1945,2015,"$3,905"
1945,2016,$100
1947,2013,$100
1947,2014,$100
1947,2016,$5
1948,2012,$100
1948,2016,$50
1950,2012,$5
1950,2013,$150
1950,2016,$125
1951,2012,"$1,455"
1952,2014,$100
1953,2014,"$3,158"
1953,2015,$150
1954,2015,"$3,000"
1954,2016,"$3,000"
1955,2014,"$1,667"
1955,2016,$50
1956,2012,$150
1956,2014,"$2,666"
1956,2015,$75
1956,2016,$115
1957,2013,"$1,667"
1957,2014,$150
1957,2015,"$1,000"
1957,2016,$501
1959,2013,$150
1959,2015,$5
1959,2016,$100
1963,2012,$25
1964,2012,$75
1964,2015,"$1,000"
1965,2012,$50
1966,2013,$50
1967,2014,$875
1967,2015,"$1,026"
1969,2014,$116
1969,2015,$12
1969,2016,$1
1970,2012,$1
1970,2014,$201
1970,2015,$320
1970,2016,$200
1971,2015,$1
1971,2016,$101
1972,2016,$400
1974,2012,"$27,500"
1974,2013,"$10,000"
1974,2014,"$27,500"
1974,2015,"$20,000"
1975,2013,$31
1975,2015,"$1,026"
1976,2013,$10
1976,2015,$827
1976,2016,$131
1977,2014,$200
1977,2015,$907
1977,2016,$300
1978,2016,"$4,695"
1979,2016,$31
1980,2013,$454
1980,2014,$6
1980,2015,$250
1980,2016,"$1,736"
1981,2014,$200
1982,2012,"$9,687"
1982,2015,"$6,529"
1983,2013,"$7,427"
1983,2014,"$3,000"
1984,2012,"$14,395"
1984,2015,"$14,395"
1986,2013,$100
1986,2014,"$1,600"
1987,2012,$5
1987,2015,$225
1989,2015,$500
1989,2016,$100
1990,2014,$100
1991,2013,$200
1991,2014,$5
1991,2015,$50
1991,2016,$100
1992,2015,$72
1993,2016,$70
1994,2014,$50
1994,2015,$1
1994,2016,$71
1996,2013,"$3,227"
1996,2016,$301
1997,2012,"$4,350"
1998,2012,$50
1998,2016,$400
1999,2013,$50
1999,2016,$400
2000,2012,$100
2000,2013,$100
2000,2014,$100
2000,2016,$50
2001,2016,$25
2002,2014,$500
2002,2016,"$2,105"
2003,2014,$200
2003,2016,$50
2004,2014,$30
2004,2015,$100
2005,2015,$100
2006,2012,$600
2007,2013,$125
2007,2014,$175
2009,2012,$225
2009,2015,$1
2010,2013,"$1,150"
2010,2015,$135
2011,2015,$10
2012,2012,$126
2012,2013,$50
2012,2014,$850
2012,2015,$500
2013,2012,$100
2013,2015,"$2,130"
2013,2016,"$1,501"
2014,2013,$25
2014,2016,$122
2015,2012,"$3,000"
2015,2013,$20
2015,2014,$800
2016,2012,$50
2018,2012,$225
2018,2013,$125
2018,2014,$51
2018,2016,$125
2019,2014,$200
2020,2013,$400
2021,2014,$161
2021,2015,$101
2022,2012,$275
2022,2014,$100
2023,2014,$150
2024,2012,$75
2024,2014,$25
2024,2016,$200
2025,2016,$100
2026,2014,"$2,160"
2027,2012,"$6,144"
2029,2012,$100
2029,2014,$100
2030,2014,$200
2031,2014,$220
2031,2016,$264
2032,2012,$190
2032,2014,$375
2032,2015,$300
2033,2013,$50
2034,2012,"$5,000"
2034,2013,$150
2034,2014,$50
2034,2015,$100
2035,2012,$100
2035,2013,$415
2036,2012,$500
2036,2013,$100
2036,2016,$40
2037,2012,"$1,000"
2037,2013,$120
2037,2015,$32
2037,2016,$475
2040,2013,$100
2042,2013,$100
2043,2014,$100
2043,2016,$2
2044,2012,$500
2044,2014,$100
2044,2015,$60
2044,2016,$100
2045,2014,$50
2045,2015,$220
2045,2016,$500
2046,2012,"$1,100"
2046,2014,$500
2046,2015,"$3,100"
2046,2016,$475
2049,2012,$150
2049,2015,$50
2050,2013,$150
2050,2014,$100
2050,2015,$72
2051,2014,$75
2052,2012,$625
2052,2013,$50
2053,2014,$350
2053,2016,$350
2054,2012,$25
2055,2012,$200
2056,2015,$675
2057,2012,"$3,200"
2057,2013,$805
2057,2014,$175
2058,2013,$350
2058,2016,$300
2059,2012,$50
2059,2013,$600
2060,2016,$705
2062,2012,"$3,880"
2062,2013,"$4,540"
2062,2014,$535
2062,2016,"$4,540"
2063,2013,$200
2063,2014,"$3,460"
2063,2016,$600
2064,2013,"$3,000"
2064,2016,"$7,540"
2065,2014,"$3,000"
2065,2016,"$6,500"
2066,2014,"$4,990"
2066,2015,"$7,643"
2067,2013,$50
2067,2014,$225
2068,2013,$50
2068,2014,$25
2068,2015,$50
2068,2016,$100
2069,2013,$300
2069,2014,$1
2069,2015,$100
2069,2016,$50
2070,2012,$25
2070,2013,$25
2070,2014,$75
2070,2015,$100
2071,2012,$125
2071,2015,$50
2071,2016,$301
2072,2012,$1
2072,2013,$50
2072,2014,$225
2073,2015,$50
2074,2013,"$10,600"
2074,2016,"$11,330"
2075,2012,$150
2075,2013,$1
2075,2014,$220
2078,2015,$30
2078,2016,$140
2079,2012,$120
2080,2012,"$9,935"
2080,2013,$144
2080,2014,$115
2081,2012,$100
2084,2014,$120
2084,2016,$355
2085,2013,$110
2085,2014,$75
2085,2015,$135
2086,2012,$50
2087,2012,$50
2088,2013,$170
2088,2014,$225
2089,2013,$75
2090,2013,$144
2090,2015,$355
2090,2016,$1
2091,2012,$60
2091,2013,$195
2091,2014,$1
2091,2015,$545
2091,2016,$60
2092,2012,$85
2092,2013,$144
2092,2015,$25
2092,2016,$102
2093,2012,$30
2093,2014,$490
2094,2013,$420
2094,2014,$100
2094,2015,$60
2095,2013,$351
2095,2015,$25
2096,2013,$50
2096,2015,$320
2096,2016,$100
2097,2012,$270
2097,2013,$60
2097,2014,$75
2097,2015,$101
2098,2014,$200
2098,2016,$175
2099,2012,$75
2099,2013,$30
2100,2015,$151
2101,2012,$200
2101,2016,$120
2102,2013,$25
2102,2014,$60
2103,2013,"$23,550"
2103,2014,"$75,300"
2104,2012,$25
2104,2015,$100
2104,2016,$100
2105,2014,$25
2105,2015,$50
2106,2014,$5
2107,2012,$50
2107,2014,$1
2107,2015,$50
2107,2016,$455
2110,2013,$25
2112,2013,$100
2112,2015,$200
2113,2014,$150
2113,2015,$370
2113,2016,$61
2114,2012,$50
2114,2014,$46
2115,2012,$100
2115,2013,$100
2115,2014,$100
2115,2015,$105
2115,2016,$150
2116,2013,$100
2116,2016,$1
2117,2012,$40
2117,2014,$105
2117,2016,$101
2118,2013,"$5,500"
2118,2014,"$9,570"
2118,2015,"$4,070"
2119,2014,"$9,712"
2119,2015,"$14,382"
2119,2016,"$5,500"
2120,2014,$500
2122,2013,$100
2122,2014,$500
2122,2015,"$1,500"
2123,2012,"$1,000"
2123,2013,$100
2123,2016,$250
2124,2013,$500
2125,2014,$498
2125,2015,"$10,000"
2126,2012,"$10,000"
2126,2013,"$20,000"
2126,2014,"$10,000"
2126,2015,$498
2127,2012,$60
2127,2013,$102
2127,2015,$50
2127,2016,$75
2128,2012,$60
2128,2016,$135
2129,2013,$300
2129,2016,"$2,400"
2130,2014,$205
2131,2015,$60
2131,2016,$50
2132,2014,$90
2133,2014,$30
2133,2015,$100
2133,2016,$175
2134,2014,$100
2134,2016,"$2,700"
2135,2012,$50
2135,2014,$95
2136,2012,$20
2136,2013,$24
2136,2015,$476
2138,2015,$120
2139,2014,$240
2139,2016,$220
2140,2014,$300
2140,2016,$100
2141,2012,$1
2141,2013,$120
2141,2016,$300
2142,2013,$144
2143,2012,$120
2143,2014,$120
2143,2016,$50
2144,2016,$50
2145,2015,$350
2146,2012,$220
2146,2014,$100
2146,2015,$100
2147,2015,$244
2147,2016,$50
2148,2013,$120
2148,2014,$180
2149,2012,"$3,830"
2149,2013,$400
2149,2014,$40
2150,2012,$310
2150,2014,$250
2150,2015,$25
2150,2016,$300
2151,2013,$615
2151,2015,$630
2152,2012,$60
2152,2013,$25
2152,2014,$90
2152,2015,$40
2152,2016,$50
2153,2012,$500
2153,2013,$25
2155,2012,$40
2155,2013,$502
2155,2014,$120
2155,2015,$50
2156,2012,$24
2157,2013,$75
2157,2015,$55
2157,2016,$25
2158,2012,$320
2158,2013,$40
2159,2016,$40
2160,2012,$150
2160,2013,$495
2161,2013,$135
2161,2014,$120
2161,2015,$20
2161,2016,$50
2163,2013,$26
2164,2012,$702
2165,2013,$850
2166,2012,$1
2167,2013,"$2,540"
2167,2014,$50
2167,2015,$30
2167,2016,$25
2168,2013,$850
2168,2015,$101
2168,2016,$1
2169,2012,$150
2169,2013,$100
2170,2013,$125
2170,2014,$105
2173,2013,$200
2173,2015,$40
2173,2016,"$3,440"
2174,2012,$50
2174,2014,$200
2175,2015,$85
2176,2015,$500
2176,2016,$25
2177,2013,$2
2177,2014,$100
2177,2015,$75
2177,2016,$175
2178,2012,$2
2178,2014,$120
2179,2012,$259
2180,2012,$135
2181,2014,"$1,300"
2182,2013,$50
2182,2014,$230
2182,2015,$75
2183,2012,"$1,000"
2183,2013,$50
2183,2015,$220
2183,2016,$205
2184,2013,$35
2184,2016,"$1,006"
2186,2014,$40
2187,2012,$100
2187,2013,$500
2187,2015,$500
2188,2012,$144
2188,2013,$101
2188,2014,$630
2188,2015,$100
2188,2016,$25
2189,2014,"$1,006"
2190,2012,$150
2190,2013,$76
2190,2014,$100
2190,2016,$1
2191,2012,$825
2191,2013,$176
2191,2015,$300
2191,2016,$500
2192,2014,$300
2192,2016,$25
2193,2013,$120
2193,2014,$35
2194,2012,$75
2194,2013,$25
2195,2012,$720
2195,2013,$340
2195,2015,$40
2196,2013,$304
2196,2015,$600
2197,2015,$100
2198,2014,$500
2198,2016,$185
2199,2013,$930
2200,2012,$2
2202,2015,$75
2203,2013,$300
2203,2014,"$1,040"
2203,2015,$101
2204,2013,$115
2204,2014,$780
2204,2016,"$1,350"
2205,2012,$102
2205,2016,"$1,122"
2206,2014,$5
2207,2013,$200
2207,2015,$5
2207,2016,$65
2208,2015,"$4,041"
2210,2016,$200
2211,2013,$135
2211,2014,$250
2211,2015,$5
2213,2015,$200
2214,2012,$101
2214,2014,$60
2215,2012,$60
2215,2014,$5
2215,2015,"$7,627"
2217,2014,$50
2217,2015,$5
2218,2012,"$3,741"
2218,2014,$280
2218,2015,$5
2218,2016,"$4,545"
2220,2012,"$13,880"
2220,2014,"$10,000"
2220,2015,"$13,750"
2220,2016,"$13,880"
2221,2014,$20
2221,2015,$150
2221,2016,$100
2222,2015,$45
2222,2016,$200
2223,2015,$125
2224,2013,$150
2224,2014,$500
2225,2012,$75
2225,2014,"$1,075"
2225,2015,$772
2225,2016,$140
2226,2013,$125
2226,2014,$1
2226,2015,$170
2227,2012,"$3,050"
2227,2016,$201
2228,2013,"$3,000"
2228,2014,"$3,000"
2229,2014,$100
2229,2015,$1
2230,2012,$80
2230,2013,$130
2230,2015,$73
2230,2016,$225
2232,2013,$80
2232,2014,$45
2233,2012,$75
2233,2013,"$3,240"
2233,2016,$1
2234,2014,"$6,000"
2235,2015,$150
2235,2016,$150
2236,2016,$30
2237,2015,$50
2237,2016,$75
2238,2013,$270
2238,2016,$120
2239,2013,$100
2239,2015,"$2,310"
2239,2016,$175
2240,2013,$225
2240,2014,"$1,220"
2240,2015,"$1,000"
2240,2016,"$6,000"
2241,2014,$1
2241,2015,$201
2241,2016,$30
2242,2013,$50
2243,2013,"$1,770"
2244,2012,$16
2244,2013,$240
2244,2015,$30
2245,2013,$200
2246,2015,$250
2246,2016,$500
2247,2014,"$2,000"
2248,2016,$100
2249,2012,$120
2249,2013,"$1,100"
2250,2012,$76
2250,2013,$76
2250,2014,"$2,000"
2251,2012,$510
2251,2015,$180
2253,2015,$200
2254,2012,"$1,000"
2254,2014,$25
2256,2012,"$3,950"
2256,2013,"$3,200"
2256,2014,"$13,900"
2256,2015,"$3,600"
2256,2016,"$3,600"
2257,2012,$300
2257,2015,$25
2257,2016,$25
2258,2012,$310
2258,2015,$25
2258,2016,$100
2259,2012,$1
2260,2013,$300
2260,2014,$10
2260,2015,$31
2260,2016,$100
2261,2013,$220
2261,2016,$1
2263,2013,$144
2263,2014,$805
2263,2016,$30
2266,2013,$240
2266,2016,$25
2267,2012,$100
2267,2016,$600
2268,2014,$1
2269,2013,$1
2269,2014,$26
2269,2015,$345
2269,2016,$1
2270,2015,$550
2270,2016,$1
2271,2014,$25
2271,2015,"$3,000"
2272,2015,$250
2272,2016,$100
2273,2014,$120
2274,2012,$144
2274,2015,$85
2275,2012,$600
2275,2014,$1
2276,2012,$1
2276,2014,$1
2276,2016,$805
2277,2014,$500
2277,2015,$120
2277,2016,$100
2278,2014,$25
2278,2015,$101
2278,2016,$500
2279,2014,$102
2279,2015,$130
2280,2014,$100
2280,2015,$46
2281,2013,$1
2282,2012,$1
2282,2015,$1
2282,2016,$100
2283,2014,$100
2283,2015,"$3,000"
2284,2013,$100
2284,2015,$1
2285,2014,$420
2286,2012,$1
2286,2013,$1
2286,2014,$120
2286,2016,$144
2288,2012,$10
2289,2014,"$50,515"
2289,2015,$5
2292,2013,$5
2293,2012,$50
2293,2013,$448
2294,2014,$100
2296,2014,$120
2296,2015,$285
2296,2016,$1
2298,2012,$406
